State,Year,Quarter,Transaction Type,Transactions,Amount (INR),ATV (INR)
Odisha,2021,1,Recharge & bill payments,18633830,6552605938,351.6510528
Odisha,2021,1,Financial Services,87263,95064023.95,1089.396697
Odisha,2021,1,Others,141032,97693172.73,692.7021721
Odisha,2021,2,Peer-to-peer payments,66929109,2.08406E+11,3113.830222
Odisha,2021,2,Merchant payments,39402607,29208847675,741.2922621
Odisha,2021,2,Recharge & bill payments,25183699,8024323050,318.6316295
Odisha,2021,2,Financial Services,102474,102761987,1002.810342
Odisha,2021,2,Others,206448,122302396.2,592.4125988
Puducherry,2018,1,Recharge & bill payments,53125,9704752.649,182.6776969
Puducherry,2018,1,Peer-to-peer payments,40303,147834476.2,3668.076227
Puducherry,2018,1,Merchant payments,4163,4427034.032,1063.423981
Puducherry,2018,1,Financial Services,2086,565799.4553,271.2365558
Puducherry,2018,1,Others,4535,3293909.071,726.330556
Puducherry,2018,2,Recharge & bill payments,59867,14607336.9,243.9964738
Puducherry,2018,2,Peer-to-peer payments,57751,261299695.2,4524.591699
Puducherry,2018,2,Merchant payments,6904,6103101.529,883.9950071
Puducherry,2018,2,Financial Services,2105,822585.9572,390.7771768
Puducherry,2018,2,Others,3634,2968399.962,816.8409361
Puducherry,2018,3,Peer-to-peer payments,101817,378368361.4,3716.160969
Puducherry,2018,3,Recharge & bill payments,67909,19654338.11,289.4216984
Puducherry,2018,3,Merchant payments,14384,16102024.28,1119.439952
Puducherry,2018,3,Financial Services,1766,395306.6421,223.8429457
Puducherry,2018,3,Others,4395,3138045.1,714.0034357
Puducherry,2018,4,Peer-to-peer payments,173170,569825171.3,3290.553626
Puducherry,2018,4,Recharge & bill payments,95788,25159891.52,262.6622491
Puducherry,2018,4,Merchant payments,29470,25999609.76,882.2398968
Puducherry,2018,4,Financial Services,3490,689170.0727,197.4699349
Puducherry,2018,4,Others,6046,4017822.739,664.5422989
Puducherry,2019,1,Peer-to-peer payments,313822,835983054.3,2663.87651
Puducherry,2019,1,Recharge & bill payments,124092,32635247.52,262.9923567
Puducherry,2019,1,Merchant payments,54518,33763704.68,619.3129733
Puducherry,2019,1,Financial Services,3165,337570.3228,106.65729
Puducherry,2019,1,Others,5495,3753447.525,683.0659736
Puducherry,2019,2,Peer-to-peer payments,331248,1109343372,3348.981343
Puducherry,2019,2,Recharge & bill payments,147585,46876569.36,317.6242122
Puducherry,2019,2,Merchant payments,92941,49963601.62,537.5840761
Puducherry,2019,2,Financial Services,1524,469351.5482,307.9734568
Puducherry,2019,2,Others,6779,4794015.854,707.1862892
Puducherry,2019,3,Peer-to-peer payments,394866,1316118200,3333.075524
Puducherry,2019,3,Recharge & bill payments,158483,57003044.3,359.6792356
Puducherry,2019,3,Merchant payments,156137,82601335.48,529.0311424
Puducherry,2019,3,Financial Services,1090,528680.8976,485.0283464
Puducherry,2019,3,Others,6250,4457097.112,713.1355379
Puducherry,2019,4,Peer-to-peer payments,559670,1725523873,3083.109464
Puducherry,2019,4,Merchant payments,249621,128039884.4,512.9371503
Puducherry,2019,4,Recharge & bill payments,195707,74383571.68,380.0761939
Puducherry,2019,4,Financial Services,1481,391196.1284,264.1432333
Puducherry,2019,4,Others,6176,3689792.246,597.4404543
Puducherry,2020,1,Peer-to-peer payments,600290,1919499666,3197.620593
Puducherry,2020,1,Merchant payments,349788,184925417.7,528.6785644
Puducherry,2020,1,Recharge & bill payments,251115,96515615.44,384.3482685
Puducherry,2020,1,Financial Services,1527,858236.5498,562.0409626
Puducherry,2020,1,Others,5201,3478541.525,668.8216736
Puducherry,2020,2,Peer-to-peer payments,468789,1680190118,3584.107386
Puducherry,2020,2,Recharge & bill payments,310746,115223074,370.7950353
Puducherry,2020,2,Merchant payments,249951,160931601.3,643.8526002
Puducherry,2020,2,Financial Services,1555,2339469.004,1504.481674
Puducherry,2020,2,Others,2342,1346718.588,575.0292859
Puducherry,2020,3,Peer-to-peer payments,855511,3116583525,3642.949681
Puducherry,2020,3,Merchant payments,560420,335583369.7,598.8069121
Puducherry,2020,3,Recharge & bill payments,306852,138925436.5,452.7441129
Puducherry,2020,3,Financial Services,3039,4788490.363,1575.679619
Puducherry,2020,3,Others,5080,2199408.228,432.9543756
Puducherry,2020,4,Peer-to-peer payments,1211359,4090057483,3376.420601
Puducherry,2020,4,Merchant payments,1108292,647985607.6,584.6704727
Puducherry,2020,4,Recharge & bill payments,383707,184037245.7,479.6296282
Puducherry,2020,4,Financial Services,3783,3888988.237,1028.01698
Puducherry,2020,4,Others,8862,4556893.133,514.2059505
Puducherry,2021,1,Peer-to-peer payments,1406958,4798646713,3410.653845
Puducherry,2021,1,Merchant payments,1385444,857787315.6,619.1425389
Puducherry,2021,1,Recharge & bill payments,504499,231829246.9,459.5236996
Puducherry,2021,1,Financial Services,5073,5953397.435,1173.545719
Puducherry,2021,1,Others,7458,5092899.254,682.877347
Puducherry,2021,2,Peer-to-peer payments,1581221,5266478797,3330.64056
Puducherry,2021,2,Merchant payments,1437110,932602617.3,648.9430992
Puducherry,2021,2,Recharge & bill payments,719252,289799593.2,402.918022
Puducherry,2021,2,Financial Services,4851,4980243.908,1026.642735
Puducherry,2021,2,Others,8953,4973445.02,555.5059778
Punjab,2018,1,Recharge & bill payments,946338,196018621.4,207.1338373
Punjab,2018,1,Peer-to-peer payments,690684,2412434634,3492.81963
Punjab,2018,1,Merchant payments,87477,83873893.96,958.8108184
Punjab,2018,1,Financial Services,60688,11162488.42,183.9323824
Punjab,2018,1,Others,85246,77268587.57,906.4189237
Punjab,2018,2,Recharge & bill payments,1262450,395417027.8,313.2140107
Punjab,2018,2,Peer-to-peer payments,1017159,4036457554,3968.364389
Punjab,2018,2,Merchant payments,147667,159406610.3,1079.500567
Punjab,2018,2,Financial Services,82256,17719391.41,215.4176159
Punjab,2018,2,Others,71631,75671628.77,1056.40894
Punjab,2018,3,Peer-to-peer payments,1684209,6173898401,3665.755497
Punjab,2018,3,Recharge & bill payments,1381730,622737633.8,450.6941543
Punjab,2018,3,Merchant payments,274458,194883994.6,710.0685517
Punjab,2018,3,Financial Services,54285,9429174.535,173.6976059
Punjab,2018,3,Others,67426,64737840.4,960.1317059
Punjab,2018,4,Peer-to-peer payments,2269375,9404088424,4143.911176
Punjab,2018,4,Recharge & bill payments,1817964,825449591.2,454.0516706
Punjab,2018,4,Merchant payments,648096,455091549.6,702.1977448
Punjab,2018,4,Financial Services,62453,11832962.88,189.4698874
Punjab,2018,4,Others,89249,85520045.45,958.2185285
Punjab,2019,1,Peer-to-peer payments,4026294,12027441596,2987.223883
Punjab,2019,1,Recharge & bill payments,2304690,986004867.8,427.8253769
Punjab,2019,1,Merchant payments,711152,478382600.6,672.6868526
Punjab,2019,1,Financial Services,45621,6871295.955,150.6169517
Punjab,2019,1,Others,84380,75789641.76,898.1943797
Punjab,2019,2,Peer-to-peer payments,4140474,16258891447,3926.818873
Punjab,2019,2,Recharge & bill payments,2815047,1440058991,511.5577081
Punjab,2019,2,Merchant payments,1407963,815090878,578.9149843
Punjab,2019,2,Financial Services,37435,6876144.455,183.6822347
Punjab,2019,2,Others,108911,93875933.52,861.9508913
Punjab,2019,3,Peer-to-peer payments,4726946,19146726287,4050.548977
Punjab,2019,3,Recharge & bill payments,3455594,2481094965,717.9937704
Punjab,2019,3,Merchant payments,2374014,1183743251,498.6252193
Punjab,2019,3,Financial Services,32359,7912219.734,244.5137283
Punjab,2019,3,Others,117899,86338883.28,732.3122612
Punjab,2019,4,Peer-to-peer payments,6386367,25564144630,4002.924453
Punjab,2019,4,Recharge & bill payments,4068332,2622222199,644.5447911
Punjab,2019,4,Merchant payments,3122413,1741259163,557.6645893
Punjab,2019,4,Financial Services,22956,6382345.43,278.0251538
Punjab,2019,4,Others,98557,55793908.46,566.1080233
Punjab,2020,1,Peer-to-peer payments,6339183,26350005915,4156.688001
Punjab,2020,1,Recharge & bill payments,4935115,2767419473,560.7608886
Punjab,2020,1,Merchant payments,3838480,2196329615,572.1873282
Punjab,2020,1,Financial Services,17924,10987850.96,613.0244898
Punjab,2020,1,Others,87082,49442411.67,567.7684443
Punjab,2020,2,Recharge & bill payments,6064807,3089758241,509.4569771
Punjab,2020,2,Peer-to-peer payments,5639212,25074384847,4446.434156
Punjab,2020,2,Merchant payments,2290868,2058898904,898.7418325
Punjab,2020,2,Financial Services,23314,23704957.88,1016.769232
Punjab,2020,2,Others,63093,37907301.35,600.8162768
Punjab,2020,3,Peer-to-peer payments,7354451,32477438924,4416.024925
Punjab,2020,3,Recharge & bill payments,5478668,4066750821,742.2882388
Punjab,2020,3,Merchant payments,4261548,3490665357,819.107366
Punjab,2020,3,Financial Services,32390,42060249.33,1298.556633
Punjab,2020,3,Others,82516,46176796.08,559.6102099
Punjab,2020,4,Peer-to-peer payments,9609405,43286909257,4504.639908
Punjab,2020,4,Merchant payments,7144295,6142380827,859.7602461
Punjab,2020,4,Recharge & bill payments,6072201,4201551870,691.9322779
Punjab,2020,4,Financial Services,38820,51677182.32,1331.199957
Punjab,2020,4,Others,133204,92887343.34,697.3314866
Punjab,2021,1,Peer-to-peer payments,10951083,46908632143,4283.469694
Punjab,2021,1,Merchant payments,9333364,7651004599,819.7477993
Punjab,2021,1,Recharge & bill payments,6332928,3980874403,628.5993467
Punjab,2021,1,Financial Services,43094,52009482.41,1206.884541
Punjab,2021,1,Others,110366,98366463.19,891.2750593
Punjab,2021,2,Peer-to-peer payments,13180933,55282486111,4194.125417
Punjab,2021,2,Merchant payments,11225598,9710508482,865.032623
Punjab,2021,2,Recharge & bill payments,7591039,4370756869,575.7784762
Punjab,2021,2,Financial Services,46218,53309051.07,1153.426177
Punjab,2021,2,Others,127460,113998049.3,894.3829381
Rajasthan,2018,1,Recharge & bill payments,4305940,868358581.2,201.6652766
Rajasthan,2018,1,Peer-to-peer payments,2540658,7547652853,2970.747284
Rajasthan,2018,1,Financial Services,202537,37125466.5,183.3021448
Rajasthan,2018,1,Merchant payments,184127,201212697.3,1092.793003
Rajasthan,2018,1,Others,358428,271943533.1,758.7117444
Rajasthan,2018,2,Recharge & bill payments,5288093,1511007056,285.7376102
Rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602,3538.361754
Rajasthan,2018,2,Merchant payments,345752,342809667.6,991.4900495
Rajasthan,2018,2,Financial Services,279471,52145152.94,186.5852018
Rajasthan,2018,2,Others,289826,311536696.7,1074.909417
Rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922,2950.600849
Rajasthan,2018,3,Recharge & bill payments,5894660,2252031410,382.046023
Rajasthan,2018,3,Merchant payments,711240,445504998,626.3778725
Rajasthan,2018,3,Financial Services,230083,30185982.18,131.1960561
Rajasthan,2018,3,Others,300323,302431358.9,1007.020305
Rajasthan,2018,4,Peer-to-peer payments,10752729,33578327038,3122.772557
Rajasthan,2018,4,Recharge & bill payments,7557003,2743591539,363.0528582
Rajasthan,2018,4,Merchant payments,1985927,1172254324,590.2806719
Rajasthan,2018,4,Financial Services,311632,40412563.01,129.6804019
Rajasthan,2018,4,Others,352432,374501619.8,1062.620931
Rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722,2000.103532
Rajasthan,2019,1,Recharge & bill payments,11650961,3821181817,327.9713851
Rajasthan,2019,1,Merchant payments,3921438,1664209335,424.3875167
Rajasthan,2019,1,Financial Services,359993,36340412.58,100.9475534
Rajasthan,2019,1,Others,402042,373355289.6,928.6474785
Rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089,3146.229869
Rajasthan,2019,2,Recharge & bill payments,14968290,5709279551,381.4249691
Rajasthan,2019,2,Merchant payments,9026751,3435472167,380.5878956
Rajasthan,2019,2,Financial Services,182685,34134486.76,186.8488752
Rajasthan,2019,2,Others,573881,461962878.5,804.9802633
Rajasthan,2019,3,Peer-to-peer payments,29885618,97443950787,3260.563351
Rajasthan,2019,3,Merchant payments,19646612,6705923743,341.3272346
Rajasthan,2019,3,Recharge & bill payments,16970783,7872719572,463.8984289
Rajasthan,2019,3,Financial Services,217029,37899900.33,174.6305809
Rajasthan,2019,3,Others,583575,407796030.9,698.7894116
Rajasthan,2019,4,Peer-to-peer payments,43354317,1.40449E+11,3239.565156
Rajasthan,2019,4,Recharge & bill payments,20604852,9028860435,438.190987
Rajasthan,2019,4,Merchant payments,20544791,9721826538,473.2015302
Rajasthan,2019,4,Financial Services,101805,25014672.38,245.7116289
Rajasthan,2019,4,Others,468477,227573686.6,485.7734458
Rajasthan,2020,1,Peer-to-peer payments,48269912,1.65469E+11,3427.985829
Rajasthan,2020,1,Merchant payments,27880848,13643061482,489.3345239
Rajasthan,2020,1,Recharge & bill payments,25631131,10961167180,427.6505465
Rajasthan,2020,1,Financial Services,72604,34466606.25,474.7204872
Rajasthan,2020,1,Others,404317,200968968.7,497.0579241
Rajasthan,2020,2,Peer-to-peer payments,49160792,1.66176E+11,3380.262606
Rajasthan,2020,2,Recharge & bill payments,31681776,13014051936,410.7740657
Rajasthan,2020,2,Merchant payments,20756594,14354151782,691.5465891
Rajasthan,2020,2,Financial Services,92875,76662259.21,825.4348232
Rajasthan,2020,2,Others,262619,142020149.8,540.7839868
Rajasthan,2020,3,Peer-to-peer payments,73247856,2.49007E+11,3399.508652
Rajasthan,2020,3,Merchant payments,45149210,27714680562,613.846412
Rajasthan,2020,3,Recharge & bill payments,30148875,16650017441,552.2599911
Rajasthan,2020,3,Financial Services,146383,113675141.5,776.5597201
Rajasthan,2020,3,Others,396352,193212778.7,487.4777438
Rajasthan,2020,4,Peer-to-peer payments,88730951,3.21281E+11,3620.843055
Rajasthan,2020,4,Merchant payments,67367264,46142484518,684.9392684
Rajasthan,2020,4,Recharge & bill payments,33455755,18123908526,541.7276796
Rajasthan,2020,4,Financial Services,169294,136058685.9,803.6828585
Rajasthan,2020,4,Others,560171,351480425.6,627.4520203
Rajasthan,2021,1,Peer-to-peer payments,116733195,4.0819E+11,3496.780741
Rajasthan,2021,1,Merchant payments,96394132,61936457709,642.5334865
Rajasthan,2021,1,Recharge & bill payments,38919519,20855464604,535.8613143
Rajasthan,2021,1,Financial Services,192936,162581466.9,842.6704551
Rajasthan,2021,1,Others,491137,347689722.9,707.9281808
Rajasthan,2021,2,Peer-to-peer payments,139277445,4.67784E+11,3358.649685
Rajasthan,2021,2,Merchant payments,97860493,69922875807,714.5158752
Rajasthan,2021,2,Recharge & bill payments,49501703,23387103756,472.4504883
Rajasthan,2021,2,Financial Services,216441,186606893.6,862.1605593
Rajasthan,2021,2,Others,620957,422031947.6,679.6476207
Sikkim,2018,1,Recharge & bill payments,26965,4823943.542,178.8964785
Sikkim,2018,1,Peer-to-peer payments,13559,56334584.63,4154.774293
Sikkim,2018,1,Merchant payments,1349,1677583.144,1243.575348
Sikkim,2018,1,Financial Services,608,86906.81958,142.938848
Sikkim,2018,1,Others,1597,1727920.802,1081.979212
Sikkim,2018,2,Recharge & bill payments,45435,9465769.856,208.3365215
Sikkim,2018,2,Peer-to-peer payments,24237,127051984.4,5242.067269
Sikkim,2018,2,Merchant payments,2556,4713227.148,1843.985582
Sikkim,2018,2,Financial Services,562,218130.13,388.1319038
Sikkim,2018,2,Others,1788,2243974.008,1255.01902
Sikkim,2018,3,Recharge & bill payments,58421,12221506.19,209.1971413
Sikkim,2018,3,Peer-to-peer payments,43195,215547415.5,4990.101064
Sikkim,2018,3,Merchant payments,4521,5322296.748,1177.238829
Sikkim,2018,3,Financial Services,562,261766.8022,465.7772281
Sikkim,2018,3,Others,1801,1727241.758,959.0459512
Sikkim,2018,4,Recharge & bill payments,79232,16713780.63,210.9473524
Sikkim,2018,4,Peer-to-peer payments,65451,351253329.7,5366.66101
Sikkim,2018,4,Merchant payments,7452,12637809.24,1695.89496
Sikkim,2018,4,Financial Services,717,596472.7146,831.9005782
Sikkim,2018,4,Others,1681,1939965.754,1154.054583
Sikkim,2019,1,Peer-to-peer payments,121984,422987999.9,3467.569516
Sikkim,2019,1,Recharge & bill payments,96878,20711589.87,213.7904362
Sikkim,2019,1,Merchant payments,18346,11837344.85,645.2275617
Sikkim,2019,1,Financial Services,1225,191594.2334,156.4034558
Sikkim,2019,1,Others,1854,2265105.535,1221.739771
Sikkim,2019,2,Peer-to-peer payments,172125,674044301.8,3916.016278
Sikkim,2019,2,Recharge & bill payments,142582,32535297.49,228.1865698
Sikkim,2019,2,Merchant payments,66722,28248001.03,423.3686194
Sikkim,2019,2,Financial Services,2294,310197.5477,135.2212501
Sikkim,2019,2,Others,4521,3756445.532,830.8881956
Sikkim,2019,3,Peer-to-peer payments,203052,794235862.6,3911.489976
Sikkim,2019,3,Merchant payments,188753,52337322.53,277.2794209
Sikkim,2019,3,Recharge & bill payments,156125,33922224.89,217.2760602
Sikkim,2019,3,Financial Services,288,548142.9,1903.273958
Sikkim,2019,3,Others,4218,3672895.49,870.7670674
Sikkim,2019,4,Peer-to-peer payments,508471,1086457148,2136.714086
Sikkim,2019,4,Recharge & bill payments,181287,42705664.09,235.5693684
Sikkim,2019,4,Merchant payments,73992,43954548.8,594.0446103
Sikkim,2019,4,Financial Services,373,494076.3451,1324.601461
Sikkim,2019,4,Others,2947,2898164.48,983.4287342
Sikkim,2020,1,Peer-to-peer payments,230413,954765350.2,4143.713029
Sikkim,2020,1,Recharge & bill payments,215586,53588505.84,248.5713629
Sikkim,2020,1,Merchant payments,79881,43201695.39,540.8256706
Sikkim,2020,1,Financial Services,345,175569.5393,508.8972155
Sikkim,2020,1,Others,1893,1745150.991,921.8969843
Sikkim,2020,2,Recharge & bill payments,297620,78397187.11,263.4137058
Sikkim,2020,2,Peer-to-peer payments,186495,939900165.9,5039.81429
Sikkim,2020,2,Merchant payments,31442,34385184.66,1093.606789
Sikkim,2020,2,Financial Services,883,999656.0722,1132.113332
Sikkim,2020,2,Others,1291,936594.4803,725.4798453
Sikkim,2020,3,Recharge & bill payments,298885,83894642.67,280.6920477
Sikkim,2020,3,Peer-to-peer payments,245087,1255521153,5122.757033
Sikkim,2020,3,Merchant payments,49299,58337178.67,1183.333915
Sikkim,2020,3,Financial Services,1252,1795366.733,1433.998988
Sikkim,2020,3,Others,1912,1378387.617,720.9140258
Sikkim,2020,4,Peer-to-peer payments,334069,1711730127,5123.881972
Sikkim,2020,4,Recharge & bill payments,301382,90168624.05,299.18384
Sikkim,2020,4,Merchant payments,95503,112478003.9,1177.743148
Sikkim,2020,4,Financial Services,1427,2361187.592,1654.651431
Sikkim,2020,4,Others,2654,2537863.028,956.2407792
Sikkim,2021,1,Peer-to-peer payments,403703,1965492630,4868.659954
Sikkim,2021,1,Recharge & bill payments,279679,93174110.11,333.1466078
Sikkim,2021,1,Merchant payments,112925,154183320.1,1365.360373
Sikkim,2021,1,Financial Services,1844,3027799.278,1641.973578
Sikkim,2021,1,Others,2038,1789867.734,878.2471707
Sikkim,2021,2,Peer-to-peer payments,473141,2125758497,4492.864699
Sikkim,2021,2,Recharge & bill payments,345495,103846501.5,300.5730952
Sikkim,2021,2,Merchant payments,153671,190473176.2,1239.486801
Sikkim,2021,2,Financial Services,1865,2851874.287,1529.155114
Sikkim,2021,2,Others,2542,1969531.029,774.7958415
Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.4,195.2603796
Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934,3756.260804
Tamil Nadu,2018,1,Merchant payments,326510,272002057.2,833.0588869
Tamil Nadu,2018,1,Financial Services,115363,31876073.75,276.3110681
Tamil Nadu,2018,1,Others,305588,280132294.1,916.6992621
Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892956,266.5126628
Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388,4075.009978
Tamil Nadu,2018,2,Merchant payments,627918,517130320.5,823.5634597
Tamil Nadu,2018,2,Financial Services,167035,65402385.26,391.5489883
Tamil Nadu,2018,2,Others,298736,285794226.6,956.6782264
Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660,3040.853633
Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955,295.538168
Tamil Nadu,2018,3,Merchant payments,1290978,733189649.6,567.9334966
Tamil Nadu,2018,3,Financial Services,191732,37049222.37,193.2344229
Tamil Nadu,2018,3,Others,332121,245838754,740.2083999
Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083691,3395.582103
Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329568,284.8036061
Tamil Nadu,2018,4,Merchant payments,3145621,1742903221,554.0728592
Tamil Nadu,2018,4,Financial Services,228398,46571758.68,203.906158
Tamil Nadu,2018,4,Others,451114,312185737.4,692.0329171
Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081,2751.072759
Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317015,304.0989654
Tamil Nadu,2019,1,Merchant payments,4195222,1924461189,458.7269015
Tamil Nadu,2019,1,Financial Services,193261,31217137.55,161.5283867
Tamil Nadu,2019,1,Others,377347,256742393.3,680.38806
Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549,3416.755843
Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033640,389.806665
Tamil Nadu,2019,2,Merchant payments,6296995,2690331793,427.2405794
Tamil Nadu,2019,2,Financial Services,70142,18334602.39,261.3926376
Tamil Nadu,2019,2,Others,437125,294847441.9,674.515166
Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331409,3318.758315
Tamil Nadu,2019,3,Merchant payments,10344027,4079315733,394.364374
Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354,428.7101113
Tamil Nadu,2019,3,Financial Services,88261,27213741.83,308.3325799
Tamil Nadu,2019,3,Others,453581,273599406.2,603.1985603
Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341,3187.964213
Tamil Nadu,2019,4,Merchant payments,16153034,6420193205,397.4605145
Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454398,419.5691877
Tamil Nadu,2019,4,Financial Services,60624,24332240.66,401.3631673
Tamil Nadu,2019,4,Others,410980,206859328.3,503.3318611
Tamil Nadu,2020,1,Peer-to-peer payments,30880360,1.01908E+11,3300.080797
Tamil Nadu,2020,1,Merchant payments,21541556,8950736938,415.5102323
Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239430,388.6471466
Tamil Nadu,2020,1,Financial Services,61427,41422107.81,674.3306333
Tamil Nadu,2020,1,Others,335871,176604658.4,525.8109762
Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064,3794.674855
Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159,347.2191914
Tamil Nadu,2020,2,Merchant payments,11477546,6909361872,601.9894733
Tamil Nadu,2020,2,Financial Services,78584,89189349.85,1134.955587
Tamil Nadu,2020,2,Others,138405,65529451.74,473.4615927
Tamil Nadu,2020,3,Peer-to-peer payments,31754077,1.23561E+11,3891.187911
Tamil Nadu,2020,3,Merchant payments,20664887,12554589576,607.5324571
Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307,426.7239144
Tamil Nadu,2020,3,Financial Services,129671,158512062.5,1222.417214
Tamil Nadu,2020,3,Others,207434,90281020.16,435.2276876
Tamil Nadu,2020,4,Peer-to-peer payments,47800741,1.72196E+11,3602.378921
Tamil Nadu,2020,4,Merchant payments,41297305,24417758782,591.2676089
Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013,438.8132865
Tamil Nadu,2020,4,Financial Services,153044,186775413.1,1220.403369
Tamil Nadu,2020,4,Others,364665,209735503.5,575.1456914
Tamil Nadu,2021,1,Peer-to-peer payments,57446279,2.06405E+11,3593.013053
Tamil Nadu,2021,1,Merchant payments,53811885,30722779535,570.9292573
Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915389,447.7480526
Tamil Nadu,2021,1,Financial Services,170620,215319360.5,1261.981951
Tamil Nadu,2021,1,Others,301617,208899281.9,692.5978373
Tamil Nadu,2021,2,Peer-to-peer payments,60812902,2.16379E+11,3558.110542
Tamil Nadu,2021,2,Merchant payments,52048347,33504798113,643.7245377
Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942,401.6527979
Tamil Nadu,2021,2,Financial Services,192614,225113402.7,1168.728144
Tamil Nadu,2021,2,Others,351547,223054882.4,634.4951954
Telangana,2018,1,Recharge & bill payments,4209319,831912767.6,197.6359519
Telangana,2018,1,Peer-to-peer payments,3307245,11748268951,3552.282625
Telangana,2018,1,Merchant payments,351474,282899066.6,804.8932968
Telangana,2018,1,Financial Services,262876,57011875.36,216.8774455
Telangana,2018,1,Others,391852,388111458.2,990.4541975
Telangana,2018,2,Peer-to-peer payments,4784079,20748520743,4336.993754
Telangana,2018,2,Recharge & bill payments,4686542,1274130054,271.8699745
Telangana,2018,2,Merchant payments,701082,551696487.3,786.9214832
Telangana,2018,2,Financial Services,277805,85498213.25,307.7634069
Telangana,2018,2,Others,315162,357356020.7,1133.880419
Telangana,2018,3,Peer-to-peer payments,11560952,29253505739,2530.371698
Telangana,2018,3,Recharge & bill payments,5328881,1568136061,294.2711726
Telangana,2018,3,Merchant payments,1770075,855534175.5,483.3321613
Telangana,2018,3,Financial Services,307312,52554123.97,171.0122741
Telangana,2018,3,Others,365483,300363110.8,821.8251213
Telangana,2018,4,Peer-to-peer payments,15571288,44541667502,2860.499883
Telangana,2018,4,Recharge & bill payments,7121135,2165870863,304.1468619
Telangana,2018,4,Merchant payments,5315161,2356841305,443.4186105
Telangana,2018,4,Financial Services,392423,64569231.24,164.5398747
Telangana,2018,4,Others,521147,380139546.9,729.428639
Telangana,2019,1,Peer-to-peer payments,40488967,87361237975,2157.655392
Telangana,2019,1,Merchant payments,12341901,4144368546,335.7966123
Telangana,2019,1,Recharge & bill payments,11525394,3619117615,314.0124854
Telangana,2019,1,Financial Services,463688,54547989.28,117.6394241
Telangana,2019,1,Others,470752,343989909.9,730.7242664
Telangana,2019,2,Peer-to-peer payments,46741594,1.41096E+11,3018.632674
Telangana,2019,2,Merchant payments,25682382,8442740781,328.7366718
Telangana,2019,2,Recharge & bill payments,16225017,5603477829,345.3603672
Telangana,2019,2,Financial Services,252173,43627344.86,173.0056147
Telangana,2019,2,Others,709213,490894328.4,692.1676963
Telangana,2019,3,Peer-to-peer payments,59981113,1.80343E+11,3006.66092
Telangana,2019,3,Merchant payments,44035953,14308557741,324.9289902
Telangana,2019,3,Recharge & bill payments,16437222,6793699069,413.3118765
Telangana,2019,3,Financial Services,183163,39617186.74,216.2947033
Telangana,2019,3,Others,857925,445278745.4,519.0182654
Telangana,2019,4,Peer-to-peer payments,82587060,2.49347E+11,3019.197935
Telangana,2019,4,Merchant payments,59347809,21510626607,362.450223
Telangana,2019,4,Recharge & bill payments,20797056,9561315125,459.7436832
Telangana,2019,4,Financial Services,137291,33453857.4,243.6711613
Telangana,2019,4,Others,703042,294688962.7,419.1626712
Telangana,2020,1,Peer-to-peer payments,95668911,3.27642E+11,3424.746813
Telangana,2020,1,Merchant payments,76818285,31076431478,404.5447185
Telangana,2020,1,Recharge & bill payments,26324268,12324266105,468.1712747
Telangana,2020,1,Financial Services,88184,59500639.39,674.7328244
Telangana,2020,1,Others,509877,241784101.5,474.2008397
Telangana,2020,2,Peer-to-peer payments,76683293,2.79479E+11,3644.582059
Telangana,2020,2,Merchant payments,44181999,26712043205,604.5910961
Telangana,2020,2,Recharge & bill payments,30885875,15106945864,489.1215115
Telangana,2020,2,Financial Services,116776,134169906.7,1148.951041
Telangana,2020,2,Others,187200,100126467.2,534.8636068
Telangana,2020,3,Peer-to-peer payments,116668399,4.37459E+11,3749.594514
Telangana,2020,3,Merchant payments,86836471,49743225885,572.8379483
Telangana,2020,3,Recharge & bill payments,32352860,18378477088,568.0634444
Telangana,2020,3,Financial Services,195857,223377023.5,1140.510799
Telangana,2020,3,Others,318539,156875854.6,492.4855498
