State,Year,Quarter,District,Code,Transactions,Amount (INR),ATV (INR),Registered Users,App Opens
Andhra Pradesh,2019,4,Kurnool,AP06,7001958,13233105729,1889.915039,846885,29676997
Andhra Pradesh,2019,4,Prakasam,AP07,4865473,10604077825,2179.454664,673522,21639748
Andhra Pradesh,2019,4,Spsr Nellore,AP08,5877804,11786014089,2005.173036,697154,23608360
Andhra Pradesh,2019,4,Srikakulam,AP09,3712555,6832369302,1840.341571,496266,16353822
Andhra Pradesh,2019,4,Visakhapatnam,AP10,23594874,39133296330,1658.550765,1620235,70749983
Andhra Pradesh,2019,4,Vizianagaram,AP11,3998234,7175851807,1794.755336,443810,17515311
Andhra Pradesh,2019,4,West Godavari,AP12,4596479,9710614747,2112.620279,750078,19393528
Andhra Pradesh,2019,4,Ysr,AP13,4793157,10865073856,2266.788644,646642,21543798
Andhra Pradesh,2020,1,Anantapur,AP01,8466129,17864325753,2110.093734,971850,36900103
Andhra Pradesh,2020,1,Chittoor,AP02,13257740,23441848567,1768.163244,1270907,51354573
Andhra Pradesh,2020,1,East Godavari,AP03,11346242,21854701379,1926.162105,1329664,46142746
Andhra Pradesh,2020,1,Guntur,AP04,11493331,22992734621,2000.52836,1289678,45282758
Andhra Pradesh,2020,1,Krishna,AP05,12175289,24481702771,2010.769746,1331602,46079408
Andhra Pradesh,2020,1,Kurnool,AP06,8246869,17022710312,2064.142199,936293,34198350
Andhra Pradesh,2020,1,Prakasam,AP07,6318396,14169104765,2242.516101,748655,26870693
Andhra Pradesh,2020,1,Spsr Nellore,AP08,7430247,15387829694,2070.971489,775440,28879364
Andhra Pradesh,2020,1,Srikakulam,AP09,4835092,9777575594,2022.210869,552007,20975989
Andhra Pradesh,2020,1,Visakhapatnam,AP10,27115031,48809747615,1800.099274,1763581,77558624
Andhra Pradesh,2020,1,Vizianagaram,AP11,5042066,9879174241,1959.350441,490683,21562104
Andhra Pradesh,2020,1,West Godavari,AP12,5919670,12995834341,2195.364664,843835,24542868
Andhra Pradesh,2020,1,Ysr,AP13,6031255,14059924637,2331.177282,717865,26166193
Andhra Pradesh,2020,2,Anantapur,AP01,10473739,22094006659,2109.466988,1076953,39704703
Andhra Pradesh,2020,2,Chittoor,AP02,14848197,27361300300,1842.735539,1385916,49820171
Andhra Pradesh,2020,2,East Godavari,AP03,13130334,26319906327,2004.511563,1459116,45884498
Andhra Pradesh,2020,2,Guntur,AP04,12308707,27463593608,2231.233029,1426271,44267596
Andhra Pradesh,2020,2,Krishna,AP05,12313709,26964149095,2189.766633,1459041,41234166
Andhra Pradesh,2020,2,Kurnool,AP06,9821381,22419372062,2282.710757,1035093,36268390
Andhra Pradesh,2020,2,Prakasam,AP07,8844580,19846026727,2243.863103,830709,32255276
Andhra Pradesh,2020,2,Spsr Nellore,AP08,9454274,20665376461,2185.82373,854459,30816403
Andhra Pradesh,2020,2,Srikakulam,AP09,6425515,12153650077,1891.467077,608002,23808009
Andhra Pradesh,2020,2,Visakhapatnam,AP10,25300401,48293889917,1908.819149,1904719,69684456
Andhra Pradesh,2020,2,Vizianagaram,AP11,6690313,12819344390,1916.105329,537798,24370380
Andhra Pradesh,2020,2,West Godavari,AP12,7273096,16585866855,2280.441074,944829,26583613
Andhra Pradesh,2020,2,Ysr,AP13,8033609,19597207268,2439.402673,796769,29644037
Andhra Pradesh,2020,3,Anantapur,AP01,14447683,34102037973,2360.381106,1186851,55714787
Andhra Pradesh,2020,3,Chittoor,AP02,20501863,42811566246,2088.179316,1506503,69462572
Andhra Pradesh,2020,3,East Godavari,AP03,17972431,39300043805,2186.684918,1601940,64292857
Andhra Pradesh,2020,3,Guntur,AP04,17601395,42531195810,2416.353693,1567595,62427501
Andhra Pradesh,2020,3,Krishna,AP05,19110457,44788458672,2343.662356,1599289,61028114
Andhra Pradesh,2020,3,Kurnool,AP06,13243292,32529351107,2456.288898,1132240,49164718
Andhra Pradesh,2020,3,Prakasam,AP07,12266310,31221704852,2545.321686,915240,44970519
Andhra Pradesh,2020,3,Spsr Nellore,AP08,16468209,39128324534,2375.991496,937176,43951448
Andhra Pradesh,2020,3,Srikakulam,AP09,8286289,18029574581,2175.832219,667858,31794753
Andhra Pradesh,2020,3,Visakhapatnam,AP10,34421299,67628440368,1964.72656,2058346,102589371
Andhra Pradesh,2020,3,Vizianagaram,AP11,8236703,17567816577,2132.869982,587784,31199437
Andhra Pradesh,2020,3,West Godavari,AP12,10412351,25408608726,2440.237438,1053674,38126238
Andhra Pradesh,2020,3,Ysr,AP13,11934653,32037007334,2684.368564,877909,41578067
Andhra Pradesh,2020,4,Anantapur,AP01,20996384,49732610814,2368.627418,1295872,69562398
Andhra Pradesh,2020,4,Chittoor,AP02,29590411,61505711150,2078.569005,1631331,88232999
Andhra Pradesh,2020,4,East Godavari,AP03,25989490,58732615663,2259.860261,1746280,82605352
Andhra Pradesh,2020,4,Guntur,AP04,26136538,60641872021,2320.195277,1712940,81291172
Andhra Pradesh,2020,4,Krishna,AP05,27981050,64461504668,2303.755744,1744028,81787771
Andhra Pradesh,2020,4,Kurnool,AP06,18737323,44718203115,2386.584418,1230466,60615045
Andhra Pradesh,2020,4,Prakasam,AP07,16176867,41852443494,2587.178561,999462,52839846
Andhra Pradesh,2020,4,Spsr Nellore,AP08,20934374,49115443663,2346.16252,1022944,54765443
Andhra Pradesh,2020,4,Srikakulam,AP09,11092184,25222520275,2273.900277,726761,36770992
Andhra Pradesh,2020,4,Visakhapatnam,AP10,46551467,91879823025,1973.725619,2209658,124730170
Andhra Pradesh,2020,4,Vizianagaram,AP11,10580824,24094847668,2277.218454,634462,35110885
Andhra Pradesh,2020,4,West Godavari,AP12,15674762,40310975763,2571.712142,1163179,51170162
Andhra Pradesh,2020,4,Ysr,AP13,15676878,42572974713,2715.653889,959182,49596303
Andhra Pradesh,2021,1,Anantapur,AP01,20102957,48353870395,2405.311338,1394849,73375049
Andhra Pradesh,2021,1,Chittoor,AP02,29342609,60947491847,2077.098592,1751420,99083825
Andhra Pradesh,2021,1,East Godavari,AP03,26190701,60027984988,2291.957935,1878769,91478749
Andhra Pradesh,2021,1,Guntur,AP04,27445045,64207987853,2339.511116,1843237,92731167
Andhra Pradesh,2021,1,Krishna,AP05,29717175,69715406645,2345.963459,1876458,92941553
Andhra Pradesh,2021,1,Kurnool,AP06,17918524,44941629660,2508.110024,1323411,65326230
Andhra Pradesh,2021,1,Prakasam,AP07,15175395,41396223622,2727.851474,1075936,56911479
Andhra Pradesh,2021,1,Spsr Nellore,AP08,22541428,52210333202,2316.194573,1100541,60691988
Andhra Pradesh,2021,1,Srikakulam,AP09,11160473,26486623313,2373.252757,782604,40590058
Andhra Pradesh,2021,1,Visakhapatnam,AP10,48248923,95308386038,1975.34743,2368081,135908324
Andhra Pradesh,2021,1,Vizianagaram,AP11,10514582,24153782497,2297.170016,681621,37752539
Andhra Pradesh,2021,1,West Godavari,AP12,16015685,42124030669,2630.173525,1254117,57392671
Andhra Pradesh,2021,1,Ysr,AP13,15374473,42570919449,2768.935199,1032689,53525815
Andhra Pradesh,2021,2,Anantapur,AP01,25123346,60987487571,2427.522495,1492738,104568606
Andhra Pradesh,2021,2,Chittoor,AP02,34344902,73654690122,2144.559624,1870723,110505432
Andhra Pradesh,2021,2,East Godavari,AP03,31717908,74604325864,2352.120003,2006272,84705076
Andhra Pradesh,2021,2,Guntur,AP04,32968819,82356914464,2498.024405,1968681,88248064
Andhra Pradesh,2021,2,Krishna,AP05,36370960,90021923050,2475.104398,2002662,85771678
Andhra Pradesh,2021,2,Kurnool,AP06,21972396,56659287475,2578.65767,1415585,81894678
Andhra Pradesh,2021,2,Prakasam,AP07,19944047,54535328043,2734.416342,1151232,76850749
Andhra Pradesh,2021,2,Spsr Nellore,AP08,30290406,72283071757,2386.33552,1176334,74049216
Andhra Pradesh,2021,2,Srikakulam,AP09,13546232,32298129545,2384.288822,837958,43740255
Andhra Pradesh,2021,2,Visakhapatnam,AP10,54390299,1.14439E+11,2104.033528,2526830,114313154
Andhra Pradesh,2021,2,Vizianagaram,AP11,12689494,29140685237,2296.441863,729509,42684475
Andhra Pradesh,2021,2,West Godavari,AP12,20950964,57233116236,2731.765289,1339377,65118788
Andhra Pradesh,2021,2,Ysr,AP13,18457361,52523527031,2845.668296,1103004,72255265
Arunachal Pradesh,2018,1,Anjaw,AR01,0,0,,278,0
Arunachal Pradesh,2018,1,Changlang,AR02,3195,5380749.415,1684.115623,1208,0
Arunachal Pradesh,2018,1,Dibang Valley,AR21,2,169.8885654,84.94428269,66,0
Arunachal Pradesh,2018,1,East Kameng,AR03,529,473824.766,895.6989905,222,0
Arunachal Pradesh,2018,1,East Siang,AR04,3286,5533620.186,1683.998839,1803,0
Arunachal Pradesh,2018,1,Kamle,AR05,14,7971.330495,569.3807496,22,0
Arunachal Pradesh,2018,1,Kra Daadi,AR06,207,495375.1455,2393.116645,88,0
Arunachal Pradesh,2018,1,Kurung Kumey,AR07,84,99416.58027,1183.530718,97,0
Arunachal Pradesh,2018,1,Lepa Rada,AR08,288,403149.467,1399.824538,210,0
Arunachal Pradesh,2018,1,Lohit,AR09,3747,11496949.55,3068.307858,1207,0
Arunachal Pradesh,2018,1,Longding,AR10,2321,4361531.578,1879.160525,256,0
Arunachal Pradesh,2018,1,Lower Dibang Valley,AR11,1356,1076236.814,793.6849661,601,0
Arunachal Pradesh,2018,1,Lower Siang,AR12,1292,2337960.715,1809.567117,270,0
Arunachal Pradesh,2018,1,Lower Subansiri,AR13,1477,3650727.894,2471.718276,498,0
Arunachal Pradesh,2018,1,Namsai,AR14,1400,2162984.705,1544.989075,737,0
Arunachal Pradesh,2018,1,Pakke Kessang,AR15,9,9131.404206,1014.600467,39,0
Arunachal Pradesh,2018,1,Papum Pare,AR16,14224,32555848.46,2288.796995,7649,0
Arunachal Pradesh,2018,1,Shi Yomi,AR17,0,0,,49,0
Arunachal Pradesh,2018,1,Siang,AR18,252,339471.8043,1347.110335,192,0
Arunachal Pradesh,2018,1,Tawang,AR19,2334,5055665.023,2166.094697,1525,0
Arunachal Pradesh,2018,1,Tirap,AR20,945,1064265,1126.206349,557,0
Arunachal Pradesh,2018,1,Upper Siang,AR22,126,186610.6699,1481.037063,301,0
Arunachal Pradesh,2018,1,Upper Subansiri,AR23,735,1358367.502,1848.11905,572,0
Arunachal Pradesh,2018,1,West Kameng,AR24,5787,9540632.547,1648.631855,2202,0
Arunachal Pradesh,2018,1,West Siang,AR25,1887,4796675.565,2541.958434,846,0
Arunachal Pradesh,2018,2,Anjaw,AR01,7,7871.020815,1124.431545,410,0
Arunachal Pradesh,2018,2,Changlang,AR02,6066,13294258.5,2191.602127,2014,0
Arunachal Pradesh,2018,2,Dibang Valley,AR21,68,65769.20367,967.1941717,112,0
Arunachal Pradesh,2018,2,East Kameng,AR03,522,1825297.462,3496.738432,343,0
Arunachal Pradesh,2018,2,East Siang,AR04,6363,15285584.2,2402.260601,2646,0
Arunachal Pradesh,2018,2,Kamle,AR05,12,23654.05837,1971.171531,37,0
Arunachal Pradesh,2018,2,Kra Daadi,AR06,247,987135.996,3996.502008,144,0
Arunachal Pradesh,2018,2,Kurung Kumey,AR07,83,123737.222,1490.809904,153,0
Arunachal Pradesh,2018,2,Lepa Rada,AR08,511,731444.7371,1431.398703,318,0
Arunachal Pradesh,2018,2,Lohit,AR09,6962,20520618.88,2947.517794,1898,0
Arunachal Pradesh,2018,2,Longding,AR10,4634,10271170.17,2216.480398,412,0
Arunachal Pradesh,2018,2,Lower Dibang Valley,AR11,1827,2561237.506,1401.881503,893,0
Arunachal Pradesh,2018,2,Lower Siang,AR12,2292,2179451.658,950.8951387,494,0
Arunachal Pradesh,2018,2,Lower Subansiri,AR13,1666,4113742.044,2469.23292,724,0
Arunachal Pradesh,2018,2,Namsai,AR14,3230,6271811.328,1941.737253,1276,0
Arunachal Pradesh,2018,2,Pakke Kessang,AR15,48,58359.57139,1215.824404,66,0
Arunachal Pradesh,2018,2,Papum Pare,AR16,25363,66520931.2,2622.754848,11418,0
Arunachal Pradesh,2018,2,Shi Yomi,AR17,0,0,,80,0
Arunachal Pradesh,2018,2,Siang,AR18,336,740232.631,2203.073306,293,0
Arunachal Pradesh,2018,2,Tawang,AR19,5447,13722374.81,2519.253683,2266,0
Arunachal Pradesh,2018,2,Tirap,AR20,1903,3126393.765,1642.876387,856,0
Arunachal Pradesh,2018,2,Upper Siang,AR22,240,494895.0928,2062.062887,481,0
Arunachal Pradesh,2018,2,Upper Subansiri,AR23,1285,2911910.369,2266.078108,883,0
Arunachal Pradesh,2018,2,West Kameng,AR24,10466,25521321.34,2438.498122,3442,0
Arunachal Pradesh,2018,2,West Siang,AR25,2579,7610989.567,2951.139809,1224,0
Arunachal Pradesh,2018,3,Anjaw,AR01,13,95403.67678,7338.744368,542,0
Arunachal Pradesh,2018,3,Changlang,AR02,10162,20494174.95,2016.746206,2889,0
Arunachal Pradesh,2018,3,Dibang Valley,AR21,29,196466.667,6774.712654,145,0
Arunachal Pradesh,2018,3,East Kameng,AR03,1029,3132863.591,3044.571031,521,0
Arunachal Pradesh,2018,3,East Siang,AR04,10539,24885270.77,2361.255411,3590,0
Arunachal Pradesh,2018,3,Kamle,AR05,93,30504.94301,328.0101399,65,0
Arunachal Pradesh,2018,3,Kra Daadi,AR06,436,1606758.408,3685.225707,190,0
Arunachal Pradesh,2018,3,Kurung Kumey,AR07,255,303027.4066,1188.342771,222,0
Arunachal Pradesh,2018,3,Lepa Rada,AR08,523,1777602.437,3398.857432,431,0
Arunachal Pradesh,2018,3,Lohit,AR09,11595,32702331.66,2820.382205,2612,0
Arunachal Pradesh,2018,3,Longding,AR10,5288,18327334.05,3465.83473,644,0
Arunachal Pradesh,2018,3,Lower Dibang Valley,AR11,2824,6074558.207,2151.047524,1286,0
Arunachal Pradesh,2018,3,Lower Siang,AR12,2625,3045590.882,1160.225098,717,0
Arunachal Pradesh,2018,3,Lower Subansiri,AR13,2346,5154231.737,2197.029726,1033,0
Arunachal Pradesh,2018,3,Namsai,AR14,5076,10698272.77,2107.61875,1862,0
Arunachal Pradesh,2018,3,Pakke Kessang,AR15,165,305164.8171,1849.48374,103,0
Arunachal Pradesh,2018,3,Papum Pare,AR16,43282,101080479.3,2335.392988,16009,0
Arunachal Pradesh,2018,3,Shi Yomi,AR17,0,0,,118,0
Arunachal Pradesh,2018,3,Siang,AR18,615,2141734.5,3482.495122,373,0
Arunachal Pradesh,2018,3,Tawang,AR19,8715,25733824.99,2952.81985,3112,0
